date,sales_clean,onpromotion,oil_price
2013-10-18,2014.0,0,100.87
2013-10-19,2082.0,0,100.34
2013-10-20,946.0,0,99.81
2013-10-21,2094.0,0,99.28
2013-10-22,2416.0,0,97.63
2013-10-23,2437.0,0,96.9
2013-10-24,1767.0,0,96.65
2013-10-25,1946.0,0,97.4
2013-10-26,1965.0,0,97.84666666666666
2013-10-27,1027.0,0,98.29333333333334
2013-10-28,2046.0,0,98.74
2013-10-29,2231.0,0,98.29
2013-10-30,2374.0,0,96.81
2013-10-31,1833.0,0,96.29
2013-11-01,2256.0,0,94.56
2013-11-02,1894.0,0,94.56666666666666
2013-11-03,996.0,0,94.57333333333334
2013-11-04,2327.0,0,94.58
2013-11-05,2364.0,0,93.4
2013-11-06,2458.0,0,94.74
2013-11-07,1936.0,0,94.25
2013-11-08,2149.0,0,94.56
2013-11-09,2040.0,0,94.75
2013-11-10,968.0,0,94.94
2013-11-11,2097.0,0,95.13
2013-11-12,1955.0,0,93.12
2013-11-13,2910.0,0,93.91
2013-11-14,2133.0,0,93.76
2013-11-15,1848.0,0,93.8
2013-11-16,1976.0,0,93.54333333333334
2013-11-17,800.0,0,93.28666666666666
2013-11-18,2179.0,0,93.03
2013-11-19,2471.0,0,93.35
2013-11-20,2530.0,0,93.34
2013-11-21,1938.0,0,95.35
2013-11-22,2108.0,0,94.53
2013-11-23,1939.0,0,94.30666666666667
2013-11-24,790.0,0,94.08333333333333
2013-11-25,2492.0,0,93.86
2013-11-26,2138.0,0,93.41
2013-11-27,2454.0,0,92.05
2013-11-28,1852.0,0,92.3
2013-11-29,1931.0,0,92.55
2013-11-30,2071.0,0,92.90333333333334
2013-12-01,1034.0,0,93.25666666666666
2013-12-02,2285.0,0,93.61
2013-12-03,2400.0,0,95.83
2013-12-04,3812.25,0,96.97
2013-12-05,2025.0,0,97.14
2013-12-06,817.0,0,97.48
2013-12-07,1815.0,0,97.35333333333334
2013-12-08,921.0,0,97.22666666666666
2013-12-09,2347.0,0,97.1
2013-12-10,2835.0,0,98.32
2013-12-11,3812.25,0,97.25
2013-12-12,3660.0,0,97.21
2013-12-13,2546.0,0,96.27
2013-12-14,2331.0,0,96.57333333333334
2013-12-15,1167.0,0,96.87666666666667
2013-12-16,2679.0,0,97.18
2013-12-17,2713.0,0,96.99
2013-12-18,3702.0,0,97.59
2013-12-19,3030.0,0,98.4
2013-12-20,3812.25,0,99.11
2013-12-21,2916.0,0,98.94666666666667
2013-12-22,2136.0,0,98.78333333333333
2013-12-23,4367.0,0,98.62
2013-12-24,3036.0,0,98.87
2013-12-26,2052.0,0,99.18
2013-12-27,2152.0,0,99.94
2013-12-28,1323.0,0,99.59333333333333
2013-12-29,710.25,0,99.24666666666667
2013-12-30,1485.0,0,98.9
2013-12-31,1490.0,0,98.17
2014-01-01,0.0,0,96.655
2014-01-02,2441.0,0,95.14
2014-01-03,2117.0,0,93.66
2014-01-04,2233.0,0,93.48
2014-01-05,960.0,0,93.3
2014-01-06,2157.0,0,93.12
2014-01-07,2077.0,0,93.31
2014-01-08,2728.0,0,91.9
2014-01-09,2059.0,0,91.36
2014-01-10,1984.0,0,92.39
2014-01-11,2100.0,0,92.07666666666667
2014-01-12,893.0,0,91.76333333333334
2014-01-13,2140.0,0,91.45
2014-01-14,1980.0,0,92.15
2014-01-15,2774.0,0,93.78
2014-01-16,1766.0,0,93.54
2014-01-17,2018.0,0,93.96
2014-01-18,2026.0,0,94.0975
2014-01-19,924.0,0,94.235
2014-01-20,2013.0,0,94.3725
2014-01-21,2290.0,0,94.51
2014-01-22,2370.0,0,96.35
2014-01-23,1897.0,0,97.23
2014-01-24,2183.0,0,96.66
2014-01-25,1779.0,0,96.38
2014-01-26,1013.0,0,96.1
2014-01-27,2085.0,0,95.82
2014-01-28,1948.0,0,97.49
2014-01-29,2514.0,0,97.34
2014-01-30,1719.0,0,98.25
2014-01-31,2059.0,0,97.55
2014-02-01,2299.0,0,97.17999999999999
2014-02-02,899.0,0,96.81
2014-02-03,2175.0,0,96.44
2014-02-04,1917.0,0,97.24
2014-02-05,2888.0,0,97.4
2014-02-06,1923.0,0,97.84
2014-02-07,1985.0,0,99.98
2014-02-08,1913.0,0,100.02666666666667
2014-02-09,838.0,0,100.07333333333334
2014-02-10,2165.0,0,100.12
2014-02-11,2240.0,0,99.96
2014-02-12,2656.0,0,100.38
2014-02-13,1904.0,0,100.27
2014-02-14,2107.0,0,100.31
2014-02-15,2215.0,0,100.8675
2014-02-16,1015.0,0,101.42500000000001
2014-02-17,2023.0,0,101.9825
2014-02-18,2425.0,0,102.54
2014-02-19,2319.0,0,103.46
2014-02-20,1931.0,0,103.2
2014-02-21,1942.0,0,102.53
2014-02-22,2088.0,0,102.74333333333334
2014-02-23,784.0,0,102.95666666666666
2014-02-24,2187.0,0,103.17
2014-02-25,2012.0,0,102.2
2014-02-26,2140.0,0,102.93
2014-02-27,1649.0,0,102.68
2014-02-28,2002.0,0,102.88
2014-03-01,1845.0,0,103.7
2014-03-02,710.25,0,104.52
2014-03-03,558.0,0,105.34
2014-03-04,740.0,0,103.64
2014-03-05,2750.0,0,101.75
2014-03-06,2342.0,0,101.82
2014-03-07,2979.0,0,102.82
2014-03-08,2136.0,0,102.34333333333333
2014-03-09,1129.0,0,101.86666666666666
2014-03-10,2265.0,0,101.39
2014-03-11,2125.0,0,100.29
2014-03-12,2717.0,0,98.29
2014-03-13,1864.0,0,98.57
2014-03-14,1932.0,0,99.23
2014-03-15,1928.0,0,98.96333333333334
2014-03-16,1295.0,0,98.69666666666667
2014-03-17,2029.0,0,98.43
2014-03-18,2295.0,0,100.08
2014-03-19,2412.0,0,100.71
2014-03-20,1854.0,0,99.68
2014-03-21,2218.0,0,99.97
2014-03-22,2289.0,0,99.99666666666667
2014-03-23,916.0,0,100.02333333333333
2014-03-24,1991.0,0,100.05
2014-03-25,2085.0,0,99.66
2014-03-26,2317.0,0,100.61
2014-03-27,1772.0,0,101.25
2014-03-28,2068.0,0,101.73
2014-03-29,2272.0,0,101.67666666666666
2014-03-30,978.0,0,101.62333333333333
2014-03-31,2272.0,0,101.57
2014-04-01,2471.0,0,99.69
2014-04-02,2685.0,0,99.6
2014-04-03,1904.0,0,100.29
2014-04-04,2855.0,0,101.16
2014-04-05,2251.0,0,100.91666666666667
2014-04-06,1125.0,0,100.67333333333333
2014-04-07,2336.0,0,100.43
2014-04-08,1791.0,0,102.57
2014-04-09,2449.0,0,103.55
2014-04-10,1960.0,0,103.37
2014-04-11,1777.0,0,103.68
2014-04-12,2032.0,0,103.80333333333334
2014-04-13,858.0,0,103.92666666666666
2014-04-14,2009.0,0,104.05
2014-04-15,2178.0,0,103.7
2014-04-16,2619.0,0,103.71
2014-04-17,1853.0,0,104.33
2014-04-18,831.0,0,104.335
2014-04-19,1399.0,0,104.34
2014-04-20,973.0,0,104.345
2014-04-21,2057.0,0,104.35
2014-04-22,1848.0,0,101.69
2014-04-23,3733.0,0,101.47
2014-04-24,2031.0,0,102.2
2014-04-25,1967.0,0,100.85
2014-04-26,2196.0,0,100.94333333333333
2014-04-27,815.0,0,101.03666666666666
2014-04-28,2081.0,0,101.13
2014-04-29,1960.0,0,101.56
2014-04-30,2515.0,0,100.07
2014-05-01,831.0,0,99.69
2014-05-02,2343.0,0,100.09
2014-05-03,2544.0,0,99.97333333333333
2014-05-04,915.0,0,99.85666666666667
2014-05-05,1634.0,0,99.74
2014-05-06,3046.0,0,99.81
2014-05-07,2553.0,0,101.06
2014-05-08,1926.0,0,100.52
2014-05-09,2282.0,0,100.32
2014-05-10,2440.0,0,100.50999999999999
2014-05-11,904.0,0,100.7
2014-05-12,2185.0,0,100.89
2014-05-13,2449.0,0,102.01
2014-05-14,2316.0,0,102.63
2014-05-15,1939.0,0,101.74
2014-05-16,2182.0,0,102.31
2014-05-17,2098.0,0,102.52333333333334
2014-05-18,965.0,0,102.73666666666666
2014-05-19,2328.0,0,102.95
2014-05-20,2376.0,0,102.8
2014-05-21,2367.0,0,104.31
2014-05-22,2005.0,0,104.03
2014-05-23,1858.0,0,105.01
2014-05-24,1982.0,0,104.9525
2014-05-25,765.0,0,104.89500000000001
2014-05-26,2052.0,0,104.8375
2014-05-27,1715.0,0,104.78
2014-05-28,2506.0,0,103.37
2014-05-29,1896.0,0,104.26
2014-05-30,3068.0,0,103.4
2014-05-31,2030.0,0,103.29
2014-06-01,1033.0,0,103.17999999999999
2014-06-02,2584.0,0,103.07
2014-06-03,2323.0,0,103.34
2014-06-04,2562.0,0,103.27
2014-06-05,2259.0,0,103.17
2014-06-06,2478.0,0,103.32
2014-06-07,2055.0,0,103.91
2014-06-08,851.0,0,104.5
2014-06-09,2193.0,0,105.09
2014-06-10,2186.0,0,105.02
2014-06-11,2434.0,0,105.04
2014-06-12,1749.0,0,107.2
2014-06-13,2075.0,0,107.49
2014-06-14,2394.0,0,107.5
2014-06-15,2327.5,0,107.50999999999999
2014-06-16,2261.0,0,107.52
2014-06-17,1858.0,0,106.95
2014-06-18,2236.0,0,106.64
2014-06-19,1880.0,0,107.08
2014-06-20,2283.0,0,107.95
2014-06-21,2158.0,0,107.57666666666667
2014-06-22,870.0,0,107.20333333333333
2014-06-23,2249.0,0,106.83
2014-06-24,2014.0,0,106.64
2014-06-25,2336.0,0,107.04
2014-06-26,1902.0,0,106.49
2014-06-27,2897.0,0,106.46
2014-06-28,2155.0,0,106.33
2014-06-29,816.0,0,106.19999999999999
2014-06-30,2191.0,0,106.07
2014-07-01,2327.0,2,106.06
2014-07-02,3392.0,2,105.18
2014-07-03,2165.0,3,104.76
2014-07-04,2640.0,2,104.6175
2014-07-05,1779.0,2,104.475
2014-07-06,991.0,1,104.3325
2014-07-07,2383.0,2,104.19
2014-07-08,2126.0,2,104.06
2014-07-09,2467.0,4,102.93
2014-07-10,2098.0,2,103.61
2014-07-11,2191.0,2,101.48
2014-07-12,2011.0,4,101.56333333333333
2014-07-13,932.0,1,101.64666666666668
2014-07-14,2252.0,3,101.73
2014-07-15,1976.0,3,100.56
2014-07-16,2470.0,2,101.88
2014-07-17,1893.0,2,103.84
2014-07-18,2251.0,3,103.83
2014-07-19,2128.0,4,104.33333333333333
2014-07-20,865.0,3,104.83666666666667
2014-07-21,2139.0,1,105.34
2014-07-22,2342.0,2,104.59
2014-07-23,2179.0,3,103.81
2014-07-24,1746.0,5,102.76
2014-07-25,1779.0,2,105.23
2014-07-26,1821.0,5,105.38000000000001
2014-07-27,817.0,1,105.53
2014-07-28,2076.0,4,105.68
2014-07-29,2031.0,3,104.91
2014-07-30,2090.0,5,104.29
2014-07-31,2091.0,7,98.23
2014-08-01,2387.0,5,97.86
2014-08-02,1920.0,5,97.99333333333334
2014-08-03,884.0,2,98.12666666666667
2014-08-04,2329.0,3,98.26
2014-08-05,2179.0,3,97.34
2014-08-06,2257.0,8,96.93
2014-08-07,1725.0,3,97.34
2014-08-08,2189.0,3,97.61
2014-08-09,1752.0,8,97.77
2014-08-10,823.0,6,97.93
2014-08-11,2096.0,6,98.09
2014-08-12,1817.0,3,97.36
2014-08-13,2451.0,5,97.57
2014-08-14,2065.0,6,95.54
2014-08-15,2079.0,4,97.3
2014-08-16,2009.0,3,97.01333333333334
2014-08-17,907.0,6,96.72666666666666
2014-08-18,2046.0,5,96.44
2014-08-19,1874.0,4,94.35
2014-08-20,2345.0,6,96.4
2014-08-21,2007.0,5,93.97
2014-08-22,2125.0,2,93.61
2014-08-23,1996.0,4,94.20333333333333
2014-08-24,818.0,3,94.79666666666667
2014-08-25,2002.0,6,95.39
2014-08-26,1958.0,6,95.78
2014-08-27,2355.0,8,95.82
2014-08-28,1588.0,3,96.44
2014-08-29,2274.0,3,97.86
2014-08-30,2200.0,1,96.625
2014-08-31,1085.0,1,95.39
2014-09-01,2401.0,2,94.155
2014-09-02,2456.0,3,92.92
2014-09-03,2507.0,3,95.5
2014-09-04,2020.0,3,94.51
2014-09-05,2360.0,6,93.32
2014-09-06,2145.0,4,93.09333333333333
2014-09-07,1079.0,2,92.86666666666666
2014-09-08,2430.0,1,92.64
2014-09-09,2562.0,5,92.73
2014-09-10,2398.0,2,91.71
2014-09-11,2333.0,4,92.89
2014-09-12,2102.0,3,92.18
2014-09-13,2042.0,3,92.40666666666667
2014-09-14,1079.0,0,92.63333333333334
2014-09-15,1962.0,3,92.86
2014-09-16,2445.0,4,94.91
2014-09-17,2302.0,4,94.33
2014-09-18,1979.0,2,93.07
2014-09-19,1994.0,2,92.43
2014-09-20,2208.0,4,92.10666666666667
2014-09-21,1104.0,0,91.78333333333333
2014-09-22,2048.0,4,91.46
2014-09-23,1958.0,3,91.55
2014-09-24,2698.0,4,93.6
2014-09-25,2062.0,1,93.59
2014-09-26,2095.0,0,95.55
2014-09-27,2272.0,0,95.21
2014-09-28,980.0,0,94.87
2014-09-29,2095.0,2,94.53
2014-09-30,2063.0,1,91.17
2014-10-01,2769.0,3,90.74
2014-10-02,2408.0,0,91.02
2014-10-03,3414.0,3,89.76
2014-10-04,2419.0,3,89.95
2014-10-05,1070.0,2,90.14
2014-10-06,2198.0,6,90.33
2014-10-07,2050.0,5,88.89
2014-10-08,2601.0,2,87.29
2014-10-09,1973.0,2,85.76
2014-10-10,1031.0,2,85.87
2014-10-11,1935.0,3,85.82333333333334
2014-10-12,756.0,0,85.77666666666667
2014-10-13,2180.0,0,85.73
2014-10-14,2403.0,3,81.72
2014-10-15,2386.0,0,81.82
2014-10-16,2124.0,3,82.33
2014-10-17,2182.0,1,82.8
2014-10-18,2385.0,0,82.78666666666666
2014-10-19,1173.0,0,82.77333333333334
2014-10-20,2107.0,1,82.76
2014-10-21,2051.0,4,83.25
2014-10-22,2600.0,3,80.52
2014-10-23,1880.0,2,82.81
2014-10-24,2181.0,4,81.27
2014-10-25,2226.0,3,81.26666666666667
2014-10-26,1174.0,1,81.26333333333334
2014-10-27,2086.0,4,81.26
2014-10-28,1768.0,3,81.36
2014-10-29,2428.0,6,82.25
2014-10-30,2227.0,2,81.06
2014-10-31,3094.0,4,80.53
2014-11-01,1856.0,2,79.94333333333333
2014-11-02,715.0,4,79.35666666666667
2014-11-03,983.0,1,78.77
2014-11-04,2467.0,6,77.15
2014-11-05,3236.0,5,78.71
2014-11-06,2264.0,2,77.87
2014-11-07,2405.0,4,78.71
2014-11-08,2274.0,2,78.28333333333333
2014-11-09,925.0,3,77.85666666666667
2014-11-10,2003.0,5,77.43
2014-11-11,2410.0,5,77.85
2014-11-12,2452.0,8,77.16
2014-11-13,2112.0,3,74.13
2014-11-14,2109.0,8,75.91
2014-11-15,2256.0,6,75.82
2014-11-16,1326.0,10,75.73
2014-11-17,2171.0,6,75.64
2014-11-18,2987.0,3,74.55
2014-11-19,2744.0,6,74.55
2014-11-20,2112.0,9,75.63
2014-11-21,2192.0,9,76.52
2014-11-22,2287.0,4,76.25999999999999
2014-11-23,1088.0,5,76.0
2014-11-24,2189.0,5,75.74
2014-11-25,2042.0,10,74.04
2014-11-26,2674.0,8,73.7
2014-11-27,1882.0,5,69.82
2014-11-28,2212.0,7,65.94
2014-11-29,2233.0,3,66.95333333333333
2014-11-30,1095.0,2,67.96666666666667
2014-12-01,2683.0,7,68.98
2014-12-02,2392.0,10,66.99
2014-12-03,2955.0,9,67.3
2014-12-04,2845.0,4,66.73
2014-12-05,2228.0,7,65.89
2014-12-06,1936.0,7,64.97
2014-12-07,1102.0,8,64.05
2014-12-08,2599.0,2,63.13
2014-12-09,3092.0,7,63.74
2014-12-10,3812.25,7,60.99
2014-12-11,2739.0,9,60.01
2014-12-12,2507.0,3,57.81
2014-12-13,2560.0,9,57.193333333333335
2014-12-14,1282.0,13,56.57666666666667
2014-12-15,3075.0,3,55.96
2014-12-16,3404.0,6,55.97
2014-12-17,3498.0,4,56.43
2014-12-18,3428.0,7,54.18
2014-12-19,3130.0,5,56.91
2014-12-20,3201.0,3,56.35666666666666
2014-12-21,1803.0,10,55.803333333333335
2014-12-22,3305.0,7,55.25
2014-12-23,3231.0,14,56.78
2014-12-24,2958.0,6,55.7
2014-12-26,2450.0,11,54.59
2014-12-27,1310.0,14,54.21333333333334
2014-12-28,710.25,3,53.836666666666666
2014-12-29,1877.0,14,53.46
2014-12-30,2386.0,6,54.14
2014-12-31,2068.0,10,53.45
2015-01-01,0.0,0,53.085
2015-01-02,1418.0,9,52.72
2015-01-03,1869.0,9,51.83
2015-01-04,1020.0,19,50.94
2015-01-05,2914.0,16,50.05
2015-01-06,2233.0,12,47.98
2015-01-07,2912.0,14,48.69
2015-01-08,2178.0,3,48.8
2015-01-09,2244.0,5,48.35
2015-01-10,2475.0,2,47.586666666666666
2015-01-11,1042.0,0,46.82333333333334
2015-01-12,2330.0,10,46.06
2015-01-13,2338.0,5,45.92
2015-01-14,2530.0,15,48.49
2015-01-15,1726.0,0,46.37
2015-01-16,2209.0,2,48.49
2015-01-17,2324.0,1,48.065
2015-01-18,1005.0,0,47.64
2015-01-19,2554.0,3,47.215
2015-01-20,2104.0,1,46.79
