store_nbr,family,n_days,mean_sales,std_sales,adf_pvalue_c,adf_pvalue_ct,d_c,d_ct,d,needs_review,seasonal_strength,n_outliers,pct_outliers
1,GROCERY II,1688,21.89840047393365,13.68072787404858,6.265450542099313e-09,6.404772848413371e-08,0.0,0.0,0.0,False,0.37927504091952713,39,2.31
1,HARDWARE,1688,1.5989336492890995,1.6754226179583118,1.9973871925080517e-24,0.0,0.0,0.0,0.0,False,0.23138072872492055,48,2.84
1,HOME AND KITCHEN I,1688,14.858412322274882,24.09681692626812,0.0001972826608714895,1.437810571390819e-16,0.0,0.0,0.0,False,0.421528316663049,44,2.61
1,HOME AND KITCHEN II,1688,12.939869668246445,17.30647327027458,0.005639674643086904,1.417331981566293e-07,0.0,0.0,0.0,False,0.19679506398923607,38,2.25
1,HOME APPLIANCES,1688,0.33708530805687204,0.6839676689789078,4.820665148886878e-16,3.6519578862018476e-14,0.0,0.0,0.0,False,0.21024580117395686,416,24.64
1,HOME CARE,1688,100.97630331753554,89.19725498942393,0.007591228877541086,5.264484465474762e-06,0.0,0.0,0.0,False,0.4326836677567175,2,0.12
1,LADIESWEAR,1688,9.40521327014218,9.666499760460457,0.00036861258378084803,5.9721783237448355e-06,0.0,0.0,0.0,False,0.34882337078805215,6,0.36
1,LAWN AND GARDEN,1688,9.005331753554502,7.5567778538106,0.402157986145753,0.1564608311652685,1.0,1.0,1.0,False,0.3067036457597091,65,3.85
1,LINGERIE,1688,6.7177132701421804,5.732566953179602,3.0335029877175217e-05,4.150359313499936e-05,0.0,0.0,0.0,False,0.2703069604933064,74,4.38
1,"LIQUOR,WINE,BEER",1688,101.31220379146919,66.67948563646296,5.610633824865037e-08,2.6254530180290706e-07,0.0,0.0,0.0,False,0.6538080992321806,45,2.67
1,MAGAZINES,1688,3.2070497630331753,4.214245051743782,0.27840600900074924,5.400832698012977e-06,1.0,0.0,,True,0.2798472686195428,27,1.6
1,MEATS,1688,313.178612360782,166.04307822930733,2.494167388391677e-08,2.6759047481583466e-07,0.0,0.0,0.0,False,0.8228794866417746,215,12.74
1,PERSONAL CARE,1688,129.17328199052133,52.24404717605245,0.001295216754691813,1.0110099537753879e-06,0.0,0.0,0.0,False,0.41880377391484114,22,1.3
1,PET SUPPLIES,1688,3.4727488151658767,3.7632395367823603,0.009366872284785306,0.00018686102928244116,0.0,0.0,0.0,False,0.2826326577706618,9,0.53
1,PLAYERS AND ELECTRONICS,1688,5.3086492890995265,5.983611966348485,0.0306047026945485,0.00016135155377858943,0.0,0.0,0.0,False,0.26423865633550103,15,0.89
1,POULTRY,1688,284.2425702399289,130.0001004326533,0.08053004979119904,0.3035196213178637,1.0,1.0,1.0,False,0.8073317794784471,51,3.02
1,PREPARED FOODS,1688,80.7713619063981,29.133036680351314,0.00540538405199055,0.029026341767920197,0.0,0.0,0.0,False,0.5542906713895879,17,1.01
1,PRODUCE,1688,1451.6599917061612,1339.9708297746133,0.0171877277521195,6.873542417218648e-05,0.0,0.0,0.0,False,0.7256488710898313,0,0.0
1,SCHOOL AND OFFICE SUPPLIES,1688,0.17180094786729858,0.5279265259354726,1.5905637191052742e-08,2.7021902676703278e-08,0.0,0.0,0.0,False,0.48651396939221925,210,12.44
1,SEAFOOD,1688,25.929271680746442,11.031440602775607,7.473516260048523e-10,1.5434835411447735e-09,0.0,0.0,0.0,False,0.6235855027278808,22,1.3
2,AUTOMOTIVE,1688,5.409952606635071,3.473996278919221,0.003179303228481867,3.4849562463573257e-07,0.0,0.0,0.0,False,0.3444623756875752,39,2.31
2,BABY CARE,1688,0.04976303317535545,0.31162033769097597,1.4257672089684876e-07,9.273132451704931e-09,0.0,0.0,0.0,False,0.25171699775259304,57,3.38
2,BEAUTY,1688,4.7177132701421804,3.946533626665751,0.0010300979560772586,2.346830440350644e-10,0.0,0.0,0.0,False,0.18695145942104385,31,1.84
2,BEVERAGES,1688,2467.996741706161,1159.670378819605,0.006777760388427561,4.950986432899277e-06,0.0,0.0,0.0,False,0.6991559368930096,9,0.53
2,BOOKS,1688,0.14247630331753555,0.663639642438638,0.010396516388844501,0.028493067935811557,0.0,0.0,0.0,False,1.0,112,6.64
2,BREAD/BAKERY,1688,548.7753027784361,189.00549030973582,0.45880832733218035,0.06333610912711822,1.0,1.0,1.0,False,0.7141391250881769,5,0.3
2,CELEBRATION,1688,7.966232227488152,8.784756535277126,0.013680628226156562,6.0019298243900526e-05,0.0,0.0,0.0,False,0.3722937318784356,23,1.36
2,CLEANING,1688,965.8480450236967,212.93610958592475,2.2287036622919128e-08,3.074366154783714e-08,0.0,0.0,0.0,False,0.525904405734182,28,1.66
2,DAIRY,1688,853.6869075829384,279.83158865411986,0.10859729422966075,0.32703638201816493,1.0,1.0,1.0,False,0.7222809952781987,38,2.25
2,DELI,1688,244.49059656398103,69.84855333495742,0.044233271151936635,0.12366996179287776,0.0,1.0,,True,0.668675921114684,41,2.43
2,EGGS,1688,186.91943127962085,52.18679994133942,6.0376301767984884e-06,6.914746624618934e-05,0.0,0.0,0.0,False,0.7863943138862535,77,4.56
2,FROZEN FOODS,1688,161.80153617476304,181.21501175446835,1.0966491560927098e-12,2.837253753051862e-11,0.0,0.0,0.0,False,0.10555803501259264,83,4.92
2,GROCERY I,1688,3916.631988744076,3585.4684816075255,2.8458558486446865e-10,4.6108608806526004e-11,0.0,0.0,0.0,False,0.058512113035750546,52,3.08
2,GROCERY II,1688,31.361078199052134,15.831950782594676,1.3111888001897602e-05,7.5081082326453124e-06,0.0,0.0,0.0,False,0.3964355198207391,50,2.96
2,HARDWARE,1688,1.1715047393364928,1.3691926190117245,4.966784274656558e-10,5.365067736962756e-12,0.0,0.0,0.0,False,0.17693079759060903,22,1.3
2,HOME AND KITCHEN I,1688,17.69312796208531,23.33112003300068,0.002148712052344682,8.215194741880632e-14,0.0,0.0,0.0,False,0.08474675230998174,43,2.55
2,HOME AND KITCHEN II,1688,14.404324644549764,23.93458654282026,0.0063335786014569,7.726106798122888e-08,0.0,0.0,0.0,False,0.17103342157504464,75,4.44
2,HOME APPLIANCES,1688,0.48045023696682465,0.7621199560421518,4.3005805112145054e-11,1.0810017175607595e-09,0.0,0.0,0.0,False,0.2076560905256556,43,2.55
2,HOME CARE,1688,177.46712085308056,165.1127480732291,0.004281083043802512,1.1871130109952375e-05,0.0,0.0,0.0,False,0.5598848931681514,4,0.24
2,LADIESWEAR,1688,17.56516587677725,18.060497881581757,0.0014083604710151373,5.747102001487353e-05,0.0,0.0,0.0,False,0.5286919812894624,14,0.83
2,LAWN AND GARDEN,1688,8.235485781990521,8.068767289555735,0.09245600381240371,0.053847433206448206,1.0,1.0,1.0,False,0.1999319694323074,62,3.67
2,LINGERIE,1688,9.322571090047393,6.533920885259976,0.0004926748370735263,0.0001015978702958104,0.0,0.0,0.0,False,0.2600911089114615,34,2.01
2,"LIQUOR,WINE,BEER",1688,87.06575829383887,82.2468388570257,9.10562937012388e-09,1.5300538329254605e-08,0.0,0.0,0.0,False,0.6139502148756071,68,4.03
2,MAGAZINES,1688,3.8397511848341233,5.031990293734721,0.4139793171199664,0.0007663015339616957,1.0,0.0,,True,0.3388719121347581,29,1.72
2,MEATS,1688,504.577155417654,194.9345918211562,0.00018579686184497067,0.00011707739020540223,0.0,0.0,0.0,False,0.7958246416887348,101,5.98
2,PERSONAL CARE,1688,263.1318127962085,152.8922495269582,1.5444741092934958e-06,1.2138965323781412e-07,0.0,0.0,0.0,False,0.17772952432059708,52,3.08
2,PET SUPPLIES,1688,5.4295023696682465,5.449401395316148,0.01760568103837482,5.6855103445663104e-05,0.0,0.0,0.0,False,0.29291822865771766,2,0.12
2,PLAYERS AND ELECTRONICS,1688,5.732227488151659,6.292112035996313,0.0006612948622475093,1.9070278000459665e-06,0.0,0.0,0.0,False,0.23848070223187445,22,1.3
2,POULTRY,1688,486.87430582997627,154.8004853450966,0.10687873469315384,0.4346247403531143,1.0,1.0,1.0,False,0.7171806791617175,6,0.36
2,PREPARED FOODS,1688,124.95837030805689,41.02984508084955,0.0007409260156614601,0.0002916193084829019,0.0,0.0,0.0,False,0.6001434424940502,43,2.55
2,PRODUCE,1688,1653.9470022511848,1432.4738009045293,0.014956814602332946,7.943669949195202e-05,0.0,0.0,0.0,False,0.6353557547484121,0,0.0
2,SCHOOL AND OFFICE SUPPLIES,1688,0.45764218009478674,1.016963825013047,2.063645592351533e-05,3.0387467583576544e-06,0.0,0.0,0.0,False,0.5416191695370746,195,11.55
2,SEAFOOD,1688,32.198856623341236,11.349815805048099,0.0039797485297929005,2.5052903647880944e-06,0.0,0.0,0.0,False,0.5456822425563336,18,1.07
3,AUTOMOTIVE,1688,9.29472748815166,5.279060371714516,0.0029301216390512333,1.0997307421119572e-05,0.0,0.0,0.0,False,0.4111942718968282,47,2.78
3,BABY CARE,1688,0.40017772511848343,1.0942350270474732,0.22853708177235488,0.09311669692366814,1.0,1.0,1.0,False,0.33183697115140565,288,17.06
3,BEAUTY,1688,9.616409952606634,6.429148548883562,0.18743130328864677,0.00011445430090931076,1.0,0.0,,True,0.48659798721042,41,2.43
3,BEVERAGES,1688,6743.263033175355,3123.759782702821,0.06036231309469995,2.3225656424166947e-05,1.0,0.0,,True,0.742009695238051,14,0.83
3,BOOKS,1688,0.3222748815165877,1.1657741294767638,0.0016649409444789078,0.002596027826167288,0.0,0.0,0.0,False,1.0,182,10.78
3,BREAD/BAKERY,1688,1150.0272366380332,324.05015739118664,0.18681197152939816,6.965815835233618e-05,1.0,0.0,,True,0.7445313654318443,30,1.78
3,CELEBRATION,1688,28.799763033175356,40.18034935336421,0.015096002131364833,8.697553068668008e-05,0.0,0.0,0.0,False,0.1755873673201992,66,3.91
3,CLEANING,1688,2063.3151658767774,484.82719000505745,3.319006573615493e-06,2.717505374362683e-09,0.0,0.0,0.0,False,0.6169535967050875,32,1.9
3,DAIRY,1688,2041.4911137440758,642.6880062401749,0.15315556885845172,0.1601659508967287,1.0,1.0,1.0,False,0.7368718208003389,21,1.24
3,DELI,1688,394.86760678317535,117.46553848502775,0.00020668113502345266,0.0002648471132299207,0.0,0.0,0.0,False,0.7540746805330899,24,1.42
3,EGGS,1688,522.4845971563981,125.25906787092165,8.247174203628622e-09,1.3299404387758485e-07,0.0,0.0,0.0,False,0.7564806897091723,35,2.07
3,FROZEN FOODS,1688,450.9990401866114,449.4027108043195,1.9511651242189507e-10,3.2646151959046734e-09,0.0,0.0,0.0,False,0.17456835033586626,99,5.86
3,GROCERY I,1688,7705.7122470379145,2242.300375228381,0.0003230879729973444,5.666110103546493e-08,0.0,0.0,0.0,False,0.6293267954925477,39,2.31
3,GROCERY II,1688,77.39899289099526,31.97027394774656,2.2506998108859573e-07,8.580722322621412e-07,0.0,0.0,0.0,False,0.3166674405368729,69,4.09
3,HARDWARE,1688,3.0,2.237591748871466,2.1995230263234305e-08,1.0531469353222962e-09,0.0,0.0,0.0,False,0.3051701437649066,38,2.25
3,HOME AND KITCHEN I,1688,43.82197867298578,39.681510318641905,0.04024293605869499,0.002754904962406134,0.0,0.0,0.0,False,0.24469499926727156,5,0.3
3,HOME AND KITCHEN II,1688,34.94105450236967,37.192799279845644,0.009180613718947775,3.1691328058863703e-05,0.0,0.0,0.0,False,0.31462930780341836,34,2.01
3,HOME APPLIANCES,1688,1.8794431279620853,1.7223067816141933,6.021432357210598e-08,1.0329271838644972e-06,0.0,0.0,0.0,False,0.2909119172257333,4,0.24
3,HOME CARE,1688,324.58175355450237,283.2680841174224,0.012105225604304657,2.5799592096266535e-05,0.0,0.0,0.0,False,0.5534601227626641,1,0.06
3,LADIESWEAR,1688,30.932464454976305,32.61338618535833,0.0068006027894261765,0.00029129742382161093,0.0,0.0,0.0,False,0.6434252568153163,16,0.95
3,LAWN AND GARDEN,1688,24.54946682464455,21.410213113377697,0.6677586063294809,0.41625982162485303,1.0,1.0,1.0,False,0.38502894315831204,178,10.55
3,LINGERIE,1688,27.529028436018958,13.694829557657838,4.515515031850062e-06,1.6154505178836356e-05,0.0,0.0,0.0,False,0.21900531039115978,62,3.67
3,"LIQUOR,WINE,BEER",1688,220.46593601895734,161.8840472339897,1.0714931197775062e-07,1.6894421523123385e-07,0.0,0.0,0.0,False,0.725658848392375,44,2.61
3,MAGAZINES,1688,12.181279620853081,14.890840276727763,0.3402920068625098,0.001138155772006577,1.0,0.0,,True,0.3454088832848773,16,0.95
3,MEATS,1688,811.2663836848342,253.59917272742288,6.249579945596285e-06,1.5794281314744566e-10,0.0,0.0,0.0,False,0.8457244883204154,70,4.15
3,PERSONAL CARE,1688,503.71978672985784,201.3703210501387,0.00315946626627016,3.647536363524832e-08,0.0,0.0,0.0,False,0.7314124442544637,45,2.67
3,PET SUPPLIES,1688,11.697274881516588,11.287318593627871,0.028204971154271917,0.00026408249421756586,0.0,0.0,0.0,False,0.4162150556700702,1,0.06
3,PLAYERS AND ELECTRONICS,1688,17.757405213270143,17.57884950366367,0.0029306451420729055,0.00017168936037565677,0.0,0.0,0.0,False,0.41855803919630075,7,0.41
3,POULTRY,1688,1131.3442882760662,405.28543846558307,0.12495582257485482,0.4142496477482116,1.0,1.0,1.0,False,0.7428145770288572,5,0.3
3,PREPARED FOODS,1688,367.5720020793839,86.78961858606601,0.0009460709516402325,0.001679846271889562,0.0,0.0,0.0,False,0.5813707468316063,28,1.66
3,PRODUCE,1688,5117.989935663507,4389.226797574665,0.017912175730616233,0.00013355256001340698,0.0,0.0,0.0,False,0.6255199348363609,0,0.0
3,SCHOOL AND OFFICE SUPPLIES,1688,0.7497037914691943,1.359613044233844,0.09979382464664899,0.0005118731893472875,1.0,0.0,,True,0.5230933908319626,175,10.37
3,SEAFOOD,1688,106.16677446800946,30.70526910324344,3.7478934835600623e-06,4.097500404669255e-05,0.0,0.0,0.0,False,0.6687814648067287,16,0.95
4,AUTOMOTIVE,1688,4.023104265402844,2.892573625272584,6.132348188335851e-10,3.864678223481462e-09,0.0,0.0,0.0,False,0.29048823676953806,49,2.9
4,BABY CARE,1688,0.01481042654028436,0.16265021206801222,0.0010588063702434785,0.0018244899971939252,0.0,0.0,0.0,False,0.30900134171057836,17,1.01
4,BEAUTY,1688,4.095675355450237,2.895205696074353,0.0007744901626053762,6.082972540503569e-06,0.0,0.0,0.0,False,0.41854443790237605,27,1.6
4,BEVERAGES,1688,2179.4061018957345,1132.10322071426,0.039466113439143864,4.173807398646381e-05,0.0,0.0,0.0,False,0.7534487903985386,21,1.24
4,BOOKS,1688,0.15817535545023698,0.6644353402224823,0.02574183511883608,0.054049711915198084,0.0,1.0,,True,1.0,133,7.88
4,BREAD/BAKERY,1688,405.2962752132702,122.93257820067454,0.01008686811801899,0.001689012220828142,0.0,0.0,0.0,False,0.7624895497728568,85,5.04
4,CELEBRATION,1688,6.398696682464455,8.616377106157069,0.0008693779578646306,2.8998935338460485e-05,0.0,0.0,0.0,False,0.3573646271267511,37,2.19
4,CLEANING,1688,885.1235189573459,229.48119691379333,3.058677386240448e-10,4.005115791614543e-09,0.0,0.0,0.0,False,0.5122765228169929,36,2.13
4,DAIRY,1688,789.7781398104265,279.69443342641057,0.10856621248605502,0.36746286370322034,1.0,1.0,1.0,False,0.7920795023036565,96,5.69
4,DELI,1688,216.18108417298578,69.19273340100092,0.0001779143753222857,7.45918654356551e-06,0.0,0.0,0.0,False,0.7222335047618751,34,2.01
4,EGGS,1688,172.08204976303318,57.662092790120504,3.673610935360896e-05,3.7301916132484816e-05,0.0,0.0,0.0,False,0.8231963855313741,94,5.57
4,FROZEN FOODS,1688,152.04987346208532,219.32450024627417,2.4756058677065064e-15,1.5234594072341261e-13,0.0,0.0,0.0,False,0.07734295618656783,85,5.04
4,GROCERY I,1688,3349.329679206161,995.7539289140874,0.0007855386711641115,7.869656324699636e-09,0.0,0.0,0.0,False,0.6787170721941984,55,3.26
4,GROCERY II,1688,20.88803317535545,12.316304976298738,2.413652046835499e-07,3.1565309421191123e-06,0.0,0.0,0.0,False,0.27483198976400014,63,3.73
4,HARDWARE,1688,1.14010663507109,1.3912067788807834,2.088176244811235e-10,2.95548515145058e-17,0.0,0.0,0.0,False,0.1864890472884766,25,1.48
4,HOME AND KITCHEN I,1688,13.880331753554502,17.11856431564685,0.0013185197179351883,0.0001885291372922353,0.0,0.0,0.0,False,0.1392684687083784,45,2.67
4,HOME AND KITCHEN II,1688,8.887736966824644,11.204264900439716,0.020134700621173084,0.001320910864918969,0.0,0.0,0.0,False,0.17251912384628465,46,2.73
4,HOME APPLIANCES,1688,0.3906990521327014,0.695094154266091,2.547931376357384e-13,9.700654389731849e-12,0.0,0.0,0.0,False,0.17021831197458182,30,1.78
4,HOME CARE,1688,153.8915876777251,134.6123122382652,0.008006101260560476,2.495483867441291e-05,0.0,0.0,0.0,False,0.563495639133377,0,0.0
4,LADIESWEAR,1688,15.210308056872037,16.52041256153148,0.0010027377011282857,3.146235386745103e-05,0.0,0.0,0.0,False,0.5727343035370308,26,1.54
4,LAWN AND GARDEN,1688,9.375296208530806,8.789054593483938,0.442706355641394,0.13779298652751049,1.0,1.0,1.0,False,0.3830721975194651,90,5.33
4,LINGERIE,1688,4.606042654028436,6.073864559290499,1.641538804941123e-05,5.226904630362841e-06,0.0,0.0,0.0,False,0.14108598837028175,76,4.5
4,"LIQUOR,WINE,BEER",1688,83.6611374407583,81.19198186858561,6.186601886831817e-09,7.83695494315016e-08,0.0,0.0,0.0,False,0.6408417182109457,61,3.61
4,MAGAZINES,1688,3.5002962085308056,4.621170444012164,0.16460879627356845,0.0003426545823497971,1.0,0.0,,True,0.32627274694443376,33,1.95
4,MEATS,1688,369.74952597748813,103.39471482315047,3.681933425249215e-10,7.689644914064658e-09,0.0,0.0,0.0,False,0.7207022871909141,17,1.01
4,PERSONAL CARE,1688,228.16498815165878,87.72885999145308,0.00023418081542502238,6.687076626055459e-07,0.0,0.0,0.0,False,0.659520649942893,56,3.32
4,PET SUPPLIES,1688,4.250888625592417,4.593880021257684,0.15100873710363527,0.00236699923340259,1.0,0.0,,True,0.3566275439155635,13,0.77
4,PLAYERS AND ELECTRONICS,1688,5.423281990521327,5.924030764319588,0.002480924032068869,2.033274446201651e-06,0.0,0.0,0.0,False,0.3099190665589615,20,1.18
4,POULTRY,1688,449.2691757968009,157.85999991596302,0.12434331083734268,0.5184347988641693,1.0,1.0,1.0,False,0.7562032339322706,10,0.59
4,PREPARED FOODS,1688,99.70382910189575,37.391995089143784,0.0009733899267297184,0.0004473815036209464,0.0,0.0,0.0,False,0.6367247962073809,38,2.25
4,PRODUCE,1688,1569.8689446682463,1398.1274272111536,0.016982029008203958,3.6856508172547195e-05,0.0,0.0,0.0,False,0.7008264578480442,0,0.0
4,SCHOOL AND OFFICE SUPPLIES,1688,0.20764218009478674,0.6866805525963547,0.00024248220539753654,0.0001596292954862788,0.0,0.0,0.0,False,0.38317213241719383,241,14.28
4,SEAFOOD,1688,32.68780936196683,11.903799284859604,1.1910368007767447e-07,1.4699300285835242e-06,0.0,0.0,0.0,False,0.6019304254197813,41,2.43
5,AUTOMOTIVE,1688,5.461196682464455,3.255810398827437,1.1663814431399939e-06,3.9567902300816126e-10,0.0,0.0,0.0,False,0.36674824935715145,37,2.19
5,BABY CARE,1688,0.12914691943127962,0.5388553872536186,0.07719376612583602,0.09574359124386134,1.0,1.0,1.0,False,1.0,123,7.29
5,BEAUTY,1688,5.164395734597156,3.1315866148848506,5.070256113796689e-05,2.313316682550903e-06,0.0,0.0,0.0,False,0.2858241157850615,32,1.9
5,BEVERAGES,1688,1506.5281398104266,670.1555059401396,0.002635815826703461,3.76539477260863e-05,0.0,0.0,0.0,False,0.5526797010010909,2,0.12
5,BOOKS,1688,0.13803317535545023,0.566208215078931,0.04369594922143424,0.09542646482304296,0.0,1.0,,True,1.0,129,7.64
5,BREAD/BAKERY,1688,381.75690603672984,87.231188618722,0.12536985481022783,0.3356165015563493,1.0,1.0,1.0,False,0.5708402292568544,51,3.02
5,CELEBRATION,1688,15.563684834123222,15.33265600533799,0.03338609987601924,0.0010887604715061547,0.0,0.0,0.0,False,0.41830571028791264,3,0.18
5,CLEANING,1688,991.3326421800948,229.92827477723716,6.663214719653768e-06,7.112321672307019e-07,0.0,0.0,0.0,False,0.4643079342738454,49,2.9
5,DAIRY,1688,517.9851895734597,146.95148506395265,0.04999186282462548,0.14330509216735143,0.0,1.0,,True,0.5433897181191736,33,1.95
5,DELI,1688,246.83788128554502,63.16203763125828,0.002028155750099916,0.002832096046690949,0.0,0.0,0.0,False,0.5463382716187299,50,2.96
5,EGGS,1688,113.3853672985782,35.5611887285723,0.34845595650672956,0.0021052360709116658,1.0,0.0,,True,0.6554341385243501,42,2.49
5,FROZEN FOODS,1688,162.41124330035544,312.3429160580778,2.6943260318310345e-14,1.2864015929280488e-12,0.0,0.0,0.0,False,0.07659796486620829,110,6.52
5,GROCERY I,1688,3129.568258293839,737.024438660478,1.5876667813310356e-10,3.0641439991312058e-09,0.0,0.0,0.0,False,0.4894521760873717,63,3.73
5,GROCERY II,1688,19.82849526066351,16.306936628437903,1.1882550881497332e-10,5.327602734305187e-10,0.0,0.0,0.0,False,0.23636688435990105,89,5.27
5,HARDWARE,1688,1.0248815165876777,1.2097595072510494,0.0,0.0,0.0,0.0,0.0,False,0.21624037001287466,9,0.53
5,HOME AND KITCHEN I,1688,17.95053317535545,18.13716622758711,0.010449842735100542,1.8297480443693125e-05,0.0,0.0,0.0,False,0.21769557890371494,22,1.3
5,HOME AND KITCHEN II,1688,22.14099526066351,33.060079339833905,0.0018733068750968766,0.0034599386809414604,0.0,0.0,0.0,False,0.27140280933436667,108,6.4
5,HOME APPLIANCES,1688,0.5509478672985783,0.8659803930490686,8.604411090777248e-07,1.0552925830169824e-05,0.0,0.0,0.0,False,0.18410843476690408,67,3.97
5,HOME CARE,1688,142.30035545023696,121.55942931194339,0.0011239709028745683,1.10865240712106e-05,0.0,0.0,0.0,False,0.40777354814131084,0,0.0
5,LADIESWEAR,1688,8.7864336492891,9.984094028443534,0.00014640261357157602,3.345838263983381e-06,0.0,0.0,0.0,False,0.4078288393175322,21,1.24
5,LAWN AND GARDEN,1688,2.9552725118483414,7.406115524978057,0.008452219854695757,0.003696384896652571,0.0,0.0,0.0,False,0.0642371666053203,88,5.21
5,LINGERIE,1688,18.75325829383886,10.672024435869737,0.0023428173271512636,3.4050745650352536e-07,0.0,0.0,0.0,False,0.32542025394070684,43,2.55
5,"LIQUOR,WINE,BEER",1688,66.01332938388626,55.349168900517256,3.9524350774850076e-10,4.4698311749446815e-09,0.0,0.0,0.0,False,0.5462063593077238,79,4.68
5,MAGAZINES,1688,3.906398104265403,4.632794039967662,0.19440156978696765,0.00010563356191476882,1.0,0.0,,True,0.3123994544883222,18,1.07
5,MEATS,1688,283.42322013981044,69.9149120330359,0.02768895469962722,0.0003963407082480923,0.0,0.0,0.0,False,0.5619659154922563,21,1.24
5,PERSONAL CARE,1688,267.58530805687207,82.07872164881915,0.0005295578343809704,0.0037043827133611366,0.0,0.0,0.0,False,0.5812836297460362,41,2.43
5,PET SUPPLIES,1688,1.9016587677725119,2.3313506437717004,0.04150041616844499,1.2097502021475946e-05,0.0,0.0,0.0,False,0.2294437773075243,40,2.37
5,PLAYERS AND ELECTRONICS,1688,4.795616113744076,5.184845659847976,0.0032271967374945384,7.549406371884324e-06,0.0,0.0,0.0,False,0.2581087385894091,17,1.01
5,POULTRY,1688,249.64926327369668,78.18657291318614,0.023944476676144213,0.10098384824958129,0.0,1.0,,True,0.48673564456630236,40,2.37
5,PREPARED FOODS,1688,87.8957230420616,24.296156477795407,0.22637193167634256,0.026490729965937713,1.0,0.0,,True,0.3316673716626807,12,0.71
5,PRODUCE,1688,984.5247900829384,846.6591048572034,0.002475862890203815,3.754390415758078e-05,0.0,0.0,0.0,False,0.3700067820422871,0,0.0
5,SCHOOL AND OFFICE SUPPLIES,1688,0.4816350710900474,2.998461439813506,4.73397104273171e-05,0.00010347235010013607,0.0,0.0,0.0,False,0.949078208602293,270,16.0
5,SEAFOOD,1688,13.273466821712086,6.402140977945218,0.001045731034700045,0.003641283993242299,0.0,0.0,0.0,False,0.2323508719852302,48,2.84
6,AUTOMOTIVE,1688,5.363151658767772,3.7537089370829366,2.463874187273476e-09,1.5014224883571902e-10,0.0,0.0,0.0,False,0.33256899823693375,64,3.79
6,BABY CARE,1688,0.0071090047393364926,0.1286349193173066,1.976382902313515e-10,1.4251717438597081e-09,0.0,0.0,0.0,False,0.26577517502254,7,0.41
6,BEAUTY,1688,5.670912322274882,3.992022408938843,0.011375624236742581,1.270532929019864e-06,0.0,0.0,0.0,False,0.4726732742224108,44,2.61
6,BEVERAGES,1688,3007.8859597156397,1613.4845345067974,0.0551577347879632,0.00036637198147693764,1.0,0.0,,True,0.7838943566502139,28,1.66
6,BOOKS,1688,0.045023696682464455,0.4107175607059892,1.9965908392195262e-08,1.6692278052734383e-07,0.0,0.0,0.0,False,1.0,27,1.6
6,BREAD/BAKERY,1688,545.5488866350711,166.46015427125678,0.055990408189920654,0.0008972180760186258,1.0,0.0,,True,0.7747548515366761,70,4.15
6,CELEBRATION,1688,9.375,10.255353395478526,0.012865192114112972,0.0006606313483035645,0.0,0.0,0.0,False,0.43217633629940455,24,1.42
6,CLEANING,1688,1236.8462677725117,344.56032424806517,6.83564369030679e-09,1.0440238328207737e-10,0.0,0.0,0.0,False,0.6861499897502117,35,2.07
6,DAIRY,1688,957.7905805687204,355.1397783044059,0.12067919671569388,0.1743122302113872,1.0,1.0,1.0,False,0.7976100922468073,77,4.56
